"Analysis","Season","Term","Estimate","Std_Error","Statistic","P_Value"
"Runoff occurrence","June","(Intercept)",-5.10641356937671,0.926925194486204,-5.50898130696211,3.609162264402e-08
"Runoff occurrence","June","log_I30",2.30518181510582,0.15776326520744,14.6116512742987,2.36710377835155e-48
"Runoff occurrence","June","log_ARFdays7",1.46134923325466,0.174497908584998,8.37459454445461,5.54143203644041e-17
"Runoff occurrence","June","Tillage_Passes",-0.348598700676214,0.161718656067318,-2.15558742048353,0.0311158956931215
"Runoff occurrence","June","PerennialFrac",0.239882001714004,0.199789804857194,1.20067188556226,0.229878504015041
"Runoff occurrence","June","MeanSlope_per",-0.652897528472531,0.374961065013515,-1.74124086309867,0.0816413672546034
"Runoff occurrence","June","Hydrologic_GroupModerate-infiltration",1.05254828390209,0.959142588518885,1.09738457712262,0.272473312523775
"Runoff occurrence","June","Hydrologic_GroupHigh-infiltration",0.770757067164234,1.00472217129909,0.767134526520556,0.443001535741743
"Runoff occurrence","June","TileYes",1.07191504342779,0.964750861275775,1.11107964393035,0.266534069041904
"Runoff occurrence","July","(Intercept)",-4.62031856249196,0.913744788671301,-5.05646502149739,4.27099162313088e-07
"Runoff occurrence","July","log_I30",3.30922626035607,0.276192479006172,11.9815944020768,4.43707054678182e-33
"Runoff occurrence","July","log_ARFdays7",1.19507067003038,0.167259479799244,7.14501008531642,8.9989282234761e-13
"Runoff occurrence","July","Tillage_Passes",-0.359939671357418,0.202322939425388,-1.77903539944444,0.075233958510345
"Runoff occurrence","July","PerennialFrac",0.188874488896792,0.201370669532016,0.93794438552414,0.348272991509533
"Runoff occurrence","July","MeanSlope_per",-0.109670571198915,0.330196798495127,-0.332136991329834,0.739785819026677
"Runoff occurrence","July","Hydrologic_GroupModerate-infiltration",-0.273633583771368,1.01674272033756,-0.269127654713399,0.787831449879238
"Runoff occurrence","July","Hydrologic_GroupHigh-infiltration",-0.247643126856063,0.955188981153669,-0.259260870615322,0.795433968153693
"Runoff occurrence","July","TileYes",-2.4080050322126,1.12808475316521,-2.13459584969671,0.0327940367589371
"Runoff occurrence","August","(Intercept)",-2.86938024077328,0.798775915443293,-3.59222177997301,0.000327870624501648
"Runoff occurrence","August","log_I30",2.49279598143468,0.233403264378404,10.6802104421009,1.25985736523015e-26
"Runoff occurrence","August","log_ARFdays7",0.813145229717651,0.176702068173584,4.6017867143403,4.18882032181117e-06
"Runoff occurrence","August","Tillage_Passes",-0.22598016519109,0.203755283016575,-1.1090763480852,0.267397247219987
"Runoff occurrence","August","PerennialFrac",-0.701240853222945,0.205638727379337,-3.41006221036071,0.000649480629408364
"Runoff occurrence","August","MeanSlope_per",-0.125565645585413,0.337616796387357,-0.371917650214736,0.709954163326075
"Runoff occurrence","August","Hydrologic_GroupModerate-infiltration",-1.49185126332604,0.941930394723963,-1.58382325454444,0.113233945808228
"Runoff occurrence","August","Hydrologic_GroupHigh-infiltration",-1.93109226275573,0.89633481627578,-2.15443183472367,0.0312063222729089
"Runoff occurrence","August","TileYes",-1.88907411485239,0.960399883046807,-1.96696620667989,0.049187106816132
"Runoff occurrence","September","(Intercept)",-4.69970866461623,1.238311206561,-3.79525650718136,0.000147490886541672
"Runoff occurrence","September","log_I30",2.62334555831792,0.266424046180689,9.84650445755471,7.0969377334126e-23
"Runoff occurrence","September","log_ARFdays7",1.40543062966556,0.261575668008403,5.37294099396282,7.74626833637798e-08
"Runoff occurrence","September","Tillage_Passes",0.169451209643876,0.298517924224266,0.567641658651536,0.570278313966205
"Runoff occurrence","September","PerennialFrac",-0.226612933521868,0.304206417442753,-0.744931469318899,0.456313149799568
"Runoff occurrence","September","MeanSlope_per",-0.454589324277584,0.465038566698398,-0.977530374534311,0.32830664780828
"Runoff occurrence","September","Hydrologic_GroupModerate-infiltration",-0.106496208221869,1.41798599729643,-0.0751038504081968,0.940132084296939
"Runoff occurrence","September","Hydrologic_GroupHigh-infiltration",-1.26742673888916,1.3409440962459,-0.945174927454059,0.344569577513288
"Runoff occurrence","September","TileYes",-4.15999823027739,1.60246244154399,-2.59600357701312,0.00943150833718826
"Runoff magnitude","June","(Intercept)",-2.66378241636999,0.505154531609552,-5.27320304913923,
"Runoff magnitude","June","log_I30",0.415049190248097,0.140961110565155,2.94442338446427,
"Runoff magnitude","June","log_ARFdays7",0.472798504960712,0.138368232160081,3.41695848519422,
"Runoff magnitude","June","Tillage_Passes",-0.0528732456979913,0.150648311387974,-0.350971379704505,
"Runoff magnitude","June","PerennialFrac",-0.000934887873045212,0.176509081215855,-0.00529654262888562,
"Runoff magnitude","June","MeanSlope_per",-0.122514031670014,0.194356217807323,-0.630358179698009,
"Runoff magnitude","June","Hydrologic_GroupModerate-infiltration",0.387890958384807,0.547940571325231,0.707906986056292,
"Runoff magnitude","June","Hydrologic_GroupHigh-infiltration",-1.35047699911609,0.568183644185799,-2.37683187986044,
"Runoff magnitude","June","TileYes",0.101542313975595,0.596874177674998,0.170123482927562,
