"Season","Rep","n","Dropped","Variable_Group","AIC_Dropped","AIC_Full","Delta_AIC","Chisq","P_Value"
"June",1,1278,"Tillage_Passes","Agricultural",561.669691518917,559.505329721798,2.16436179711866,4.16436179711866,0.0412829629726259
"June",1,1278,"PerennialFrac","Agricultural",558.63405314648,559.505329721798,-0.871276575318802,1.1287234246812,0.288047798562623
"June",1,1278,"MeanSlope_per","Site",559.050582254828,559.505329721798,-0.454747466970844,1.54525253302916,0.213837666314769
"June",1,1278,"Hydrologic_Group","Site",556.599916229862,559.505329721798,-2.9054134919362,1.0945865080638,0.578513582365544
"June",1,1278,"Tile","Site",560.437219363553,559.505329721798,0.931889641754537,2.93188964175454,0.0868457882556283
"June",2,1278,"Tillage_Passes","Agricultural",612.17610313519,613.945390690293,-1.76928755510266,0.230712444897335,0.630996063830314
"June",2,1278,"PerennialFrac","Agricultural",613.581576092403,613.945390690293,-0.363814597890155,1.63618540210985,0.200849650611559
"June",2,1278,"MeanSlope_per","Site",615.530919404384,613.945390690293,1.58552871409108,3.58552871409108,0.058284866879417
"June",2,1278,"Hydrologic_Group","Site",611.595870798013,613.945390690293,-2.34951989227966,1.65048010772034,0.438129805089169
"June",2,1278,"Tile","Site",612.011177043382,613.945390690293,-1.93421364691085,0.0657863530891518,0.797573655493662
"June",3,1278,"Tillage_Passes","Agricultural",577.133665669981,574.116951964026,3.01671370595488,5.01671370595488,0.0251037697408792
"June",3,1278,"PerennialFrac","Agricultural",576.742359152577,574.116951964026,2.62540718855064,4.62540718855064,0.0315017832255407
"June",3,1278,"MeanSlope_per","Site",576.476839173208,574.116951964026,2.35988720918147,4.35988720918147,0.0367947413630844
"June",3,1278,"Hydrologic_Group","Site",570.971540840843,574.116951964026,-3.14541112318364,0.854588876816365,0.65227147017774
"June",3,1278,"Tile","Site",572.428542436243,574.116951964026,-1.68840952778373,0.311590472216267,0.576705844092708
"June",4,1278,"Tillage_Passes","Agricultural",555.090944265228,548.5589481814,6.53199608382761,8.53199608382761,0.00348956781528338
"June",4,1278,"PerennialFrac","Agricultural",546.561100684319,548.5589481814,-1.99784749708147,0.00215250291853408,0.962995362433051
"June",4,1278,"MeanSlope_per","Site",550.406008196597,548.5589481814,1.84706001519635,3.84706001519635,0.0498332697909667
"June",4,1278,"Hydrologic_Group","Site",545.409664827116,548.5589481814,-3.14928335428488,0.850716645715124,0.653535566437713
"June",4,1278,"Tile","Site",547.398716595219,548.5589481814,-1.16023158618157,0.839768413818433,0.359463012977272
"June",5,1278,"Tillage_Passes","Agricultural",555.619746539287,548.359610505962,7.26013603332444,9.26013603332444,0.00234195625611278
"June",5,1278,"PerennialFrac","Agricultural",546.367027144911,548.359610505962,-1.99258336105163,0.00741663894837075,0.931371096301031
"June",5,1278,"MeanSlope_per","Site",547.381062942653,548.359610505962,-0.978547563309348,1.02145243669065,0.312174734679409
"June",5,1278,"Hydrologic_Group","Site",547.028093948603,548.359610505962,-1.33151655735912,2.66848344264088,0.263357798365162
"June",5,1278,"Tile","Site",549.931429777743,548.359610505962,1.57181927178078,3.57181927178078,0.0587678935668681
"June",6,1278,"Tillage_Passes","Agricultural",567.658484126876,564.259413626251,3.3990705006247,5.3990705006247,0.0201474787608101
