"Season","Rep","Comparison","Smaller_Model","Larger_Model","Delta_AIC","Chisq","P_Value"
"June",1,"Storm_Agricultural","Storm","Agricultural",8.61016956320475,12.6101695632047,0.00182699126693144
"June",1,"Storm_Site","Storm","Site",-1.11098376313623,6.88901623686377,0.141870740357425
"June",1,"Agricultural_Full","Agricultural","Full",-1.09533949674835,6.90466050325165,0.141013078095505
"June",1,"Site_Full","Site","Full",8.62581382959263,12.6258138295926,0.00181275604537953
"June",2,"Storm_Agricultural","Storm","Agricultural",-1.61917252279147,2.38082747720853,0.304095422020173
"June",2,"Storm_Site","Storm","Site",-3.74843218083436,4.25156781916564,0.373029114738307
"June",2,"Agricultural_Full","Agricultural","Full",-3.20964134972701,4.79035865027299,0.309492089807519
"June",2,"Site_Full","Site","Full",-1.08038169168412,2.91961830831588,0.232280600286707
"June",3,"Storm_Agricultural","Storm","Agricultural",14.5323336839527,18.5323336839527,9.45703229533642e-05
"June",3,"Storm_Site","Storm","Site",-1.60177381554013,6.39822618445987,0.171316979394359
"June",3,"Agricultural_Full","Agricultural","Full",-1.4581463445611,6.5418536554389,0.162172293568814
"June",3,"Site_Full","Site","Full",14.6759611549318,18.6759611549318,8.80170002516587e-05
"June",4,"Storm_Agricultural","Storm","Agricultural",7.11402879441516,11.1140287944152,0.00386028448591251
"June",4,"Storm_Site","Storm","Site",-0.275322665426984,7.72467733457302,0.102200456155995
"June",4,"Agricultural_Full","Agricultural","Full",-0.671379407103132,7.32862059289687,0.119508196560307
"June",4,"Site_Full","Site","Full",6.71797205273901,10.717972052739,0.00470567511983352
"June",5,"Storm_Agricultural","Storm","Agricultural",8.3515020876373,12.3515020876373,0.00207924372773731
"June",5,"Storm_Site","Storm","Site",-1.71899188516443,6.28100811483557,0.179122289651723
"June",5,"Agricultural_Full","Agricultural","Full",-0.937982354059386,7.06201764594061,0.132646947540663
"June",5,"Site_Full","Site","Full",9.13251161874234,13.1325116187423,0.00140705584701887
"June",6,"Storm_Agricultural","Storm","Agricultural",3.09597102166163,7.09597102166163,0.0287825634535562
"June",6,"Storm_Site","Storm","Site",-2.98439775537747,5.01560224462253,0.285700350760771
"June",6,"Agricultural_Full","Agricultural","Full",-2.40448939708051,5.59551060291949,0.231460714553919
"June",6,"Site_Full","Site","Full",3.67587937995859,7.67587937995859,0.0215379304775192
"June",7,"Storm_Agricultural","Storm","Agricultural",-2.25814320192228,1.74185679807772,0.418562775528487
"June",7,"Storm_Site","Storm","Site",-2.67694856060166,5.32305143939834,0.255726747834074
"June",7,"Agricultural_Full","Agricultural","Full",-2.14832752096459,5.85167247903541,0.210502688004835
"June",7,"Site_Full","Site","Full",-1.72952216228521,2.27047783771479,0.321345336701434
"June",8,"Storm_Agricultural","Storm","Agricultural",3.42157217277918,7.42157217277918,0.0244582893844969
"June",8,"Storm_Site","Storm","Site",-1.84528426984423,6.15471573015577,0.187888107065564
"June",8,"Agricultural_Full","Agricultural","Full",-1.40724995615994,6.59275004384006,0.159039389789436
"June",8,"Site_Full","Site","Full",3.85960648646346,7.85960648646346,0.0196475379588537
"June",9,"Storm_Agricultural","Storm","Agricultural",2.2275409352435,6.2275409352435,0.0444331055172785
"June",9,"Storm_Site","Storm","Site",-4.65344292513998,3.34655707486002,0.501589661133856
"June",9,"Agricultural_Full","Agricultural","Full",-4.0166453429697,3.9833546570303,0.408263239013169
"June",9,"Site_Full","Site","Full",2.86433851741378,6.86433851741378,0.0323167612659193
"June",10,"Storm_Agricultural","Storm","Agricultural",12.0271472525289,16.0271472525289,0.000330939947591056
"June",10,"Storm_Site","Storm","Site",-2.44560466736641,5.55439533263359,0.234989301890514
"June",10,"Agricultural_Full","Agricultural","Full",-2.44647785733287,5.55352214266708,0.235064745868392
"June",10,"Site_Full","Site","Full",12.0262740625625,16.0262740625624,0.000331084465857612
"June",11,"Storm_Agricultural","Storm","Agricultural",6.29298686451068,10.2929868645107,0.00581977642889795
"June",11,"Storm_Site","Storm","Site",-2.55064764418125,5.44935235581875,0.244217450018446
"June",11,"Agricultural_Full","Agricultural","Full",-1.92977856839059,6.07022143160941,0.193965111135794
"June",11,"Site_Full","Site","Full",6.91385594030135,10.9138559403013,0.00426664288678201
"June",12,"Storm_Agricultural","Storm","Agricultural",0.675650057609573,4.67565005760957,0.09653737607315
"June",12,"Storm_Site","Storm","Site",-1.30720452795777,6.69279547204223,0.153040859046243
"June",12,"Agricultural_Full","Agricultural","Full",-1.4405713278037,6.5594286721963,0.16108419946908
"June",12,"Site_Full","Site","Full",0.542283257763643,4.54228325776364,0.103194303213096
"June",13,"Storm_Agricultural","Storm","Agricultural",10.9505651033041,14.9505651033041,0.000566925559252429
"June",13,"Storm_Site","Storm","Site",-1.62068484519534,6.37931515480466,0.172555117712176
"June",13,"Agricultural_Full","Agricultural","Full",-1.22046724193103,6.77953275806897,0.148007790219608
"June",13,"Site_Full","Site","Full",11.3507827065685,15.3507827065685,0.000464108891513891
"June",14,"Storm_Agricultural","Storm","Agricultural",-1.90455950786213,2.09544049213793,0.350736431123624
"June",14,"Storm_Site","Storm","Site",-4.32728116859391,3.67271883140609,0.452106240352729
"June",14,"Agricultural_Full","Agricultural","Full",-3.91744500128516,4.08255499871484,0.3949485237635
"June",14,"Site_Full","Site","Full",-1.49472334055338,2.50527665944668,0.285749899011361
"June",15,"Storm_Agricultural","Storm","Agricultural",1.87288867780569,5.87288867780569,0.0530540359332888
"June",15,"Storm_Site","Storm","Site",0.00707322858818316,8.00707322858818,0.0913194364006754
"June",15,"Agricultural_Full","Agricultural","Full",-0.515970591428641,7.48402940857136,0.112415593854433
"June",15,"Site_Full","Site","Full",1.34984485778887,5.34984485778887,0.0689121737808433
"June",16,"Storm_Agricultural","Storm","Agricultural",10.8719296849579,14.8719296849579,0.000589659773499869
"June",16,"Storm_Site","Storm","Site",-0.952182053568663,7.04781794643134,0.133382740420384
"June",16,"Agricultural_Full","Agricultural","Full",-1.43038147164589,6.56961852835406,0.160456367723261
"June",16,"Site_Full","Site","Full",10.3937302668807,14.3937302668807,0.000748929927592043
"June",17,"Storm_Agricultural","Storm","Agricultural",4.39133443082335,8.39133443082335,0.0150606903842765
"June",17,"Storm_Site","Storm","Site",-3.30509031411793,4.69490968588207,0.320057524834959
"June",17,"Agricultural_Full","Agricultural","Full",-3.81305943797133,4.18694056202867,0.381296972541093
"June",17,"Site_Full","Site","Full",3.88336530696995,7.88336530696995,0.0194155176557181
"June",18,"Storm_Agricultural","Storm","Agricultural",4.63634238256827,8.63634238256827,0.0133242287399556
"June",18,"Storm_Site","Storm","Site",-3.07785317535752,4.92214682464248,0.295379403154131
"June",18,"Agricultural_Full","Agricultural","Full",-2.44862326856583,5.55137673143417,0.235250199824118
"June",18,"Site_Full","Site","Full",5.26557228935997,9.26557228935997,0.00972761875818478
"June",19,"Storm_Agricultural","Storm","Agricultural",2.00636080103607,6.00636080103607,0.0496289770798996
"June",19,"Storm_Site","Storm","Site",3.57703394131136,11.5770339413114,0.0207899731897336
"June",19,"Agricultural_Full","Agricultural","Full",2.9453892827006,10.9453892827006,0.0271846681078745
"June",19,"Site_Full","Site","Full",1.37471614242531,5.37471614242531,0.0680605130856328
"June",20,"Storm_Agricultural","Storm","Agricultural",-0.724804913243588,3.27519508675641,0.194446631183355
"June",20,"Storm_Site","Storm","Site",-3.18239155394951,4.81760844605049,0.306529076779273
"June",20,"Agricultural_Full","Agricultural","Full",-2.58626957617662,5.41373042382332,0.247417360715722
"June",20,"Site_Full","Site","Full",-0.128682935470692,3.87131706452925,0.14432919209171
"June",21,"Storm_Agricultural","Storm","Agricultural",6.36591543881502,10.365915438815,0.00561138494354724
"June",21,"Storm_Site","Storm","Site",-2.60783170669959,5.39216829330041,0.249371824269219
"June",21,"Agricultural_Full","Agricultural","Full",-3.74732733492516,4.25267266507484,0.372888991205163
"June",21,"Site_Full","Site","Full",5.22641981058945,9.22641981058945,0.00991992512799762
"June",22,"Storm_Agricultural","Storm","Agricultural",7.83505708150687,11.8350570815069,0.00269184474727017
"June",22,"Storm_Site","Storm","Site",-0.940453741115221,7.05954625888478,0.132774739717611
"June",22,"Agricultural_Full","Agricultural","Full",-0.921754949411138,7.07824505058881,0.131810656279598
"June",22,"Site_Full","Site","Full",7.85375587321096,11.853755873211,0.00266679490805665
"June",23,"Storm_Agricultural","Storm","Agricultural",11.2382764620933,15.2382764620933,0.000490964747035064
"June",23,"Storm_Site","Storm","Site",-3.13764929577451,4.86235070422543,0.301714980211138
"June",23,"Agricultural_Full","Agricultural","Full",-1.96963087652978,6.03036912347028,0.196891739430236
"June",23,"Site_Full","Site","Full",12.406294881338,16.4062948813381,0.000273790473141657
"June",24,"Storm_Agricultural","Storm","Agricultural",0.613138908375959,4.61313890837596,0.0996023565841576
"June",24,"Storm_Site","Storm","Site",-1.57302704090023,6.42697295909977,0.169450228548156
"June",24,"Agricultural_Full","Agricultural","Full",-1.38888339722382,6.61111660277618,0.15792240326278
"June",24,"Site_Full","Site","Full",0.797282552052366,4.79728255205237,0.0908412977239468
"June",25,"Storm_Agricultural","Storm","Agricultural",6.82752773743823,10.8275277374382,0.00445484117914186
"June",25,"Storm_Site","Storm","Site",-5.20704638221503,2.79295361778497,0.593049656097063
"June",25,"Agricultural_Full","Agricultural","Full",-5.45224365653678,2.54775634346322,0.63610517979773
"June",25,"Site_Full","Site","Full",6.58233046311648,10.5823304631165,0.00503588886296003
"June",26,"Storm_Agricultural","Storm","Agricultural",5.00049219267578,9.00049219267578,0.0111062629912484
"June",26,"Storm_Site","Storm","Site",-1.28499747682986,6.71500252317014,0.151737613970917
"June",26,"Agricultural_Full","Agricultural","Full",-1.56086465412398,6.43913534587602,0.168665975312446
"June",26,"Site_Full","Site","Full",4.72462501538166,8.72462501538166,0.0127488716709371
"June",27,"Storm_Agricultural","Storm","Agricultural",7.22309488508688,11.2230948850869,0.00365540844435109
"June",27,"Storm_Site","Storm","Site",2.26985322384814,10.2698532238482,0.0361192795722578
"June",27,"Agricultural_Full","Agricultural","Full",1.40769487570509,9.40769487570509,0.0516788588091555
"June",27,"Site_Full","Site","Full",6.36093653694383,10.3609365369438,0.00562537161338591
"June",28,"Storm_Agricultural","Storm","Agricultural",2.51906297602108,6.51906297602108,0.0384063876561312
"June",28,"Storm_Site","Storm","Site",1.16135673222385,9.16135673222385,0.0571904686702446
