"Season","Rep","n","Dropped","Variable_Group","AIC_Dropped","AIC_Full","Delta_AIC","Chisq","P_Value"
"Pre-growing season",1,21,"Tillage_Passes","Agricultural",96.8785948408894,94.6408979138673,2.23769692702206,4.23769692702206,0.0395357639188626
"Pre-growing season",1,21,"PerennialFrac","Agricultural",93.3574270566577,94.6408979138673,-1.28347085720966,0.716529142790336,0.397284778583239
"Pre-growing season",1,21,"Residue_Frac","Agricultural",93.4440188176673,94.6408979138673,-1.19687909620001,0.803120903799993,0.370161905626329
"Pre-growing season",1,21,"MeanSlope_per","Site",92.6807239625265,94.6408979138673,-1.96017395134081,0.0398260486591937,0.841821078513683
"Pre-growing season",1,21,"Tile","Site",92.6583522391358,94.6408979138673,-1.98254567473151,0.0174543252684884,0.894893475181577
"Pre-growing season",2,21,"Tillage_Passes","Agricultural",56.3159346087951,57.6001339362014,-1.28419932740626,0.715800672593744,0.397524828812652
"Pre-growing season",2,21,"PerennialFrac","Agricultural",57.8630179129834,57.6001339362014,0.262883976782014,2.26288397678201,0.132507091523114
"Pre-growing season",2,21,"Residue_Frac","Agricultural",57.4829325828036,57.6001339362014,-0.117201353397782,1.88279864660222,0.170016403951086
"Pre-growing season",2,21,"MeanSlope_per","Site",57.9836815957864,57.6001339362014,0.383547659584991,2.38354765958499,0.122618802455097
"Pre-growing season",3,21,"Tillage_Passes","Agricultural",72.5436911461292,47.2479582960497,25.2957328500795,27.2957328500795,1.74596292691046e-07
"Pre-growing season",3,21,"PerennialFrac","Agricultural",53.030766850605,47.2479582960497,5.78280855455532,7.78280855455532,0.00527457331369401
"Pre-growing season",3,21,"Residue_Frac","Agricultural",47.4954304181341,47.2479582960497,0.24747212208446,2.24747212208446,0.133832871708302
"Pre-growing season",3,21,"MeanSlope_per","Site",48.4958250146308,47.2479582960497,1.24786671858107,3.24786671858107,0.0715164808578192
"Pre-growing season",3,21,"Tile","Site",47.8247646294147,47.2479582960497,0.576806333365013,2.57680633336501,0.108440252520404
"Pre-growing season",4,21,"Tillage_Passes","Agricultural",80.2302948102468,81.107947294449,-0.877652484202187,1.12234751579781,0.289413534065201
"Pre-growing season",4,21,"PerennialFrac","Agricultural",85.0020868584095,81.107947294449,3.89413956396049,5.89413956396049,0.0151913497105388
"Pre-growing season",4,21,"Residue_Frac","Agricultural",82.1670800241949,81.107947294449,1.05913272974588,3.05913272974588,0.080284510151612
"Pre-growing season",4,21,"MeanSlope_per","Site",80.3358719415853,81.107947294449,-0.772075352863695,1.22792464713631,0.267811024747445
"Pre-growing season",5,21,"Tillage_Passes","Agricultural",96.060652533361,95.1008866321592,0.95976590120182,2.95976590120182,0.0853602985986729
"Pre-growing season",5,21,"PerennialFrac","Agricultural",94.2286525484333,95.1008866321592,-0.8722340837259,1.1277659162741,0.288252375098455
"Pre-growing season",5,21,"Residue_Frac","Agricultural",93.3754906244808,95.1008866321592,-1.7253960076784,0.274603992321602,0.600259962666951
"Pre-growing season",5,21,"MeanSlope_per","Site",93.111344462269,95.1008866321592,-1.98954216989016,0.0104578301098428,0.918547500244093
"Pre-growing season",5,21,"Tile","Site",95.9292222475899,95.1008866321592,0.828335615430689,2.82833561543069,0.092614296998952
"Pre-growing season",6,21,"Tillage_Passes","Agricultural",61.6602054851364,63.2299945657969,-1.56978908066053,0.430210919339473,0.511885471492257
"Pre-growing season",6,21,"PerennialFrac","Agricultural",61.4485646864903,63.2299945657969,-1.78142987930656,0.218570120693443,0.640131581015619
"Pre-growing season",6,21,"Residue_Frac","Agricultural",63.4151865219594,63.2299945657969,0.185191956162555,2.18519195616256,0.139343690454983
"Pre-growing season",6,21,"MeanSlope_per","Site",61.5015575091795,63.2299945657969,-1.72843705661739,0.271562943382605,0.602285258550963
"Pre-growing season",6,21,"Tile","Site",61.7250333381419,63.2299945657969,-1.504961227655,0.495038772344998,0.481688191947909
"Pre-growing season",7,21,"Tillage_Passes","Agricultural",75.4289788082495,66.3453095607204,9.08366924752914,11.0836692475292,0.000870912997253001
